"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country"
"537240","22521","CHILDS GARDEN TROWEL PINK",1,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","22523","CHILDS GARDEN FORK PINK",1,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","22571","ROCKING HORSE RED CHRISTMAS ",22,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","22572","ROCKING HORSE GREEN CHRISTMAS ",14,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","22574","HEART WOODEN CHRISTMAS DECORATION",15,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","22579","WOODEN TREE CHRISTMAS SCANDINAVIAN",3,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","22581","WOOD STOCKING CHRISTMAS SCANDISPOT",8,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","22593","CHRISTMAS GINGHAM STAR",6,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","22594","CHRISTMAS GINGHAM TREE",13,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","22600","CHRISTMAS RETROSPOT STAR WOOD",3,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","22601","CHRISTMAS RETROSPOT ANGEL WOOD",23,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","22603","CHRISTMAS RETROSPOT TREE WOOD",3,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","22616","PACK OF 12 LONDON TISSUES ",2,"06-12-2010 10:08",0.85,NA,"United Kingdom"
"537240","22620","4 TRADITIONAL SPINNING TOPS",8,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","22621","TRADITIONAL KNITTING NANCY",5,"06-12-2010 10:08",1.45,NA,"United Kingdom"
"537240","22637","PIGGY BANK RETROSPOT ",2,"06-12-2010 10:08",5.06,NA,"United Kingdom"
"537240","22646","CERAMIC STRAWBERRY CAKE MONEY BANK",2,"06-12-2010 10:08",3.36,NA,"United Kingdom"
"537240","22650","CERAMIC PIRATE CHEST MONEY BANK",2,"06-12-2010 10:08",3.36,NA,"United Kingdom"
"537240","22652","TRAVEL SEWING KIT",3,"06-12-2010 10:08",3.36,NA,"United Kingdom"
"537240","22675","FRENCH KITCHEN SIGN BLUE METAL",5,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","22677","FRENCH BLUE METAL DOOR SIGN 2",1,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","22682","FRENCH BLUE METAL DOOR SIGN 7",1,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","22699","ROSES REGENCY TEACUP AND SAUCER ",5,"06-12-2010 10:08",5.91,NA,"United Kingdom"
"537240","22715","CARD WEDDING DAY",1,"06-12-2010 10:08",0.85,NA,"United Kingdom"
"537240","22730","ALARM CLOCK BAKELIKE IVORY",3,"06-12-2010 10:08",7.62,NA,"United Kingdom"
"537240","22740","POLKADOT PEN",1,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","22801","ANTIQUE GLASS PEDESTAL BOWL",5,"06-12-2010 10:08",7.62,NA,"United Kingdom"
"537240","22810","SET OF 6 T-LIGHTS SNOWMEN",3,"06-12-2010 10:08",5.91,NA,"United Kingdom"
"537240","22811","SET OF 6 T-LIGHTS CACTI ",2,"06-12-2010 10:08",5.91,NA,"United Kingdom"
"537240","22816","CARD MOTORBIKE SANTA",33,"06-12-2010 10:08",0.85,NA,"United Kingdom"
"537240","22818","CARD CHRISTMAS VILLAGE",10,"06-12-2010 10:08",0.85,NA,"United Kingdom"
"537240","22865","HAND WARMER OWL DESIGN",9,"06-12-2010 10:08",4.21,NA,"United Kingdom"
"537240","22866","HAND WARMER SCOTTY DOG DESIGN",9,"06-12-2010 10:08",4.21,NA,"United Kingdom"
"537240","22904","CALENDAR PAPER CUT DESIGN",2,"06-12-2010 10:08",5.91,NA,"United Kingdom"
"537240","22905","CALENDAR IN SEASON DESIGN",1,"06-12-2010 10:08",5.91,NA,"United Kingdom"
"537240","22906","12 MESSAGE CARDS WITH ENVELOPES",3,"06-12-2010 10:08",3.36,NA,"United Kingdom"
"537240","22927","GREEN GIANT GARDEN THERMOMETER",3,"06-12-2010 10:08",11.87,NA,"United Kingdom"
"537240","20972","PINK CREAM FELT CRAFT TRINKET BOX ",8,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","20974","12 PENCILS SMALL TUBE SKULL",4,"06-12-2010 10:08",1.28,NA,"United Kingdom"
"537240","20986","BLUE CALCULATOR RULER",14,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","20996","JAZZ HEARTS ADDRESS BOOK",12,"06-12-2010 10:08",0.84,NA,"United Kingdom"
"537240","21012","ANTIQUE ALL GLASS CANDLESTICK",8,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","21098","CHRISTMAS TOILET ROLL",16,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","21108","FAIRY CAKE FLANNEL ASSORTED COLOUR",6,"06-12-2010 10:08",5.06,NA,"United Kingdom"
"537240","21143","ANTIQUE GLASS HEART DECORATION ",22,"06-12-2010 10:08",4.21,NA,"United Kingdom"
"537240","21172","PARTY METAL SIGN ",1,"06-12-2010 10:08",4.21,NA,"United Kingdom"
"537240","21174","POTTERING IN THE SHED METAL SIGN",2,"06-12-2010 10:08",4.21,NA,"United Kingdom"
"537240","21188","3D HEARTS  HONEYCOMB PAPER GARLAND",1,"06-12-2010 10:08",5.91,NA,"United Kingdom"
"537240","21212","PACK OF 72 RETROSPOT CAKE CASES",5,"06-12-2010 10:08",1.28,NA,"United Kingdom"
"537240","21231","SWEETHEART CERAMIC TRINKET BOX",9,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","21232","STRAWBERRY CERAMIC TRINKET BOX",11,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","21253","SET OF PICTURE FRAME  STICKERS",1,"06-12-2010 10:08",5.91,NA,"United Kingdom"
"537240","21265","PINK GOOSE FEATHER TREE 60CM",1,"06-12-2010 10:08",5.91,NA,"United Kingdom"
"537240","21314","SMALL GLASS HEART TRINKET POT",4,"06-12-2010 10:08",4.21,NA,"United Kingdom"
"537240","21326","AGED GLASS SILVER T-LIGHT HOLDER",10,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","21352","EUCALYPTUS & PINECONE  WREATH",5,"06-12-2010 10:08",5.91,NA,"United Kingdom"
"537240","21358","TOAST ITS - HAPPY BIRTHDAY",1,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","21385","IVORY HANGING DECORATION  HEART",5,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","21389","IVORY HANGING DECORATION  BIRD",1,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","21391","FRENCH LAVENDER SCENT HEART",1,"06-12-2010 10:08",4.21,NA,"United Kingdom"
"537240","21403","BLUE EGG  SPOON",2,"06-12-2010 10:08",0.85,NA,"United Kingdom"
"537240","21479","WHITE SKULL HOT WATER BOTTLE ",12,"06-12-2010 10:08",7.62,NA,"United Kingdom"
"537240","21486","PINK HEART DOTS HOT WATER BOTTLE",8,"06-12-2010 10:08",4.21,NA,"United Kingdom"
"537240","21508","VINTAGE KID DOLLY CARD ",1,"06-12-2010 10:08",0.85,NA,"United Kingdom"
"537240","21534","DAIRY MAID LARGE MILK JUG",1,"06-12-2010 10:08",10.17,NA,"United Kingdom"
"537240","21544","SKULLS  WATER TRANSFER TATTOOS ",4,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","21618","4 WILDFLOWER BOTANICAL CANDLES",1,"06-12-2010 10:08",7.62,NA,"United Kingdom"
"537240","21642","ASSORTED TUTTI FRUTTI PEN",1,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","21648","ASSORTED TUTTI FRUTTI SMALL PURSE",4,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","21673","WHITE SPOT BLUE CERAMIC DRAWER KNOB",4,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","21693","SMALL HAMMERED SILVER CANDLEPOT ",3,"06-12-2010 10:08",5.91,NA,"United Kingdom"
"537240","21696","SMALL SILVER TRELLIS CANDLEPOT",1,"06-12-2010 10:08",5.91,NA,"United Kingdom"
"537240","21723","ALPHABET HEARTS STICKER SHEET",2,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","21724","PANDA AND BUNNIES STICKER SHEET",1,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","21731","RED TOADSTOOL LED NIGHT LIGHT",6,"06-12-2010 10:08",3.36,NA,"United Kingdom"
"537240","21754","HOME BUILDING BLOCK WORD",4,"06-12-2010 10:08",11.87,NA,"United Kingdom"
"537240","21786","POLKADOT RAIN HAT ",10,"06-12-2010 10:08",0.85,NA,"United Kingdom"
"537240","21801","CHRISTMAS TREE DECORATION WITH BELL",49,"06-12-2010 10:08",0.43,NA,"United Kingdom"
"537240","21802","CHRISTMAS TREE HEART DECORATION",24,"06-12-2010 10:08",0.43,NA,"United Kingdom"
"537240","21803","CHRISTMAS TREE STAR DECORATION",24,"06-12-2010 10:08",0.43,NA,"United Kingdom"
"537240","21812","GARLAND WITH HEARTS AND BELLS",1,"06-12-2010 10:08",10.17,NA,"United Kingdom"
"537240","21815","STAR  T-LIGHT HOLDER ",5,"06-12-2010 10:08",2.98,NA,"United Kingdom"
"537240","21828","EIGHT PIECE SNAKE  SET",3,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","21829","DINOSAUR KEYRINGS ASSORTED",4,"06-12-2010 10:08",0.43,NA,"United Kingdom"
"537240","21833","CAMOUFLAGE LED TORCH",1,"06-12-2010 10:08",3.36,NA,"United Kingdom"
"537240","21847","GREEN  DIAMANTE PEN IN GIFT BOX",1,"06-12-2010 10:08",4.21,NA,"United Kingdom"
"537240","21871","SAVE THE PLANET MUG",2,"06-12-2010 10:08",3.36,NA,"United Kingdom"
"537240","21873","IF YOU CAN'T STAND THE HEAT MUG",1,"06-12-2010 10:08",3.36,NA,"United Kingdom"
"537240","21891","TRADITIONAL WOODEN SKIPPING ROPE",3,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","21892","TRADITIONAL WOODEN CATCH CUP GAME ",6,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","21896","POTTING SHED TWINE",4,"06-12-2010 10:08",4.21,NA,"United Kingdom"
"537240","21914","BLUE HARMONICA IN BOX ",4,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","21918","SET 12 KIDS COLOUR  CHALK STICKS",2,"06-12-2010 10:08",0.85,NA,"United Kingdom"
"537240","21934","SKULL SHOULDER BAG",3,"06-12-2010 10:08",3.36,NA,"United Kingdom"
"537240","21943","CAKES AND RABBITS DESIGN FLANNEL ",1,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","21947","SET OF 6 HEART CHOPSTICKS",1,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","21974","SET OF 36 PAISLEY FLOWER DOILIES",3,"06-12-2010 10:08",2.98,NA,"United Kingdom"
"537240","21990","MODERN FLORAL STATIONERY SET",4,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","21992","VINTAGE PAISLEY STATIONERY SET",8,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","21993","FLORAL FOLK STATIONERY SET",2,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","22027","TEA PARTY BIRTHDAY CARD",1,"06-12-2010 10:08",0.85,NA,"United Kingdom"
"537240","22042","CHRISTMAS CARD SINGING ANGEL",5,"06-12-2010 10:08",0.43,NA,"United Kingdom"
"537240","22059","CERAMIC STRAWBERRY DESIGN MUG",2,"06-12-2010 10:08",3.36,NA,"United Kingdom"
"537240","22065","CHRISTMAS PUDDING TRINKET POT ",7,"06-12-2010 10:08",3.36,NA,"United Kingdom"
"537240","22069","BROWN  PIRATE TREASURE CHEST ",3,"06-12-2010 10:08",3.36,NA,"United Kingdom"
"537240","22077","6 RIBBONS RUSTIC CHARM",8,"06-12-2010 10:08",3.36,NA,"United Kingdom"
"537240","22082","RIBBON REEL STRIPES DESIGN ",9,"06-12-2010 10:08",3.36,NA,"United Kingdom"
"537240","22084","PAPER CHAIN KIT EMPIRE",10,"06-12-2010 10:08",5.91,NA,"United Kingdom"
"537240","22086","PAPER CHAIN KIT 50'S CHRISTMAS ",24,"06-12-2010 10:08",5.91,NA,"United Kingdom"
"537240","22098","BOUDOIR SQUARE TISSUE BOX",3,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","22104","MIRROR MOSAIC CANDLE PLATE",1,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","22109","FULL ENGLISH BREAKFAST PLATE",4,"06-12-2010 10:08",7.62,NA,"United Kingdom"
"537240","22114","HOT WATER BOTTLE TEA AND SYMPATHY",9,"06-12-2010 10:08",8.47,NA,"United Kingdom"
"537240","22130","PARTY CONE CHRISTMAS DECORATION ",4,"06-12-2010 10:08",8.47,NA,"United Kingdom"
"537240","22144","CHRISTMAS CRAFT LITTLE FRIENDS",5,"06-12-2010 10:08",4.21,NA,"United Kingdom"
"537240","22153","ANGEL DECORATION STARS ON DRESS",3,"06-12-2010 10:08",0.85,NA,"United Kingdom"
"537240","22154","ANGEL DECORATION 3 BUTTONS ",4,"06-12-2010 10:08",0.85,NA,"United Kingdom"
"537240","22161","HEART DECORATION RUSTIC HANGING ",15,"06-12-2010 10:08",0.81,NA,"United Kingdom"
"537240","22162","HEART GARLAND RUSTIC PADDED",7,"06-12-2010 10:08",3.36,NA,"United Kingdom"
"537240","22163","HEART STRING MEMO HOLDER HANGING",3,"06-12-2010 10:08",3.36,NA,"United Kingdom"
"537240","22178","VICTORIAN GLASS HANGING T-LIGHT",6,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","22190","LOCAL CAFE MUG",4,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","22197","SMALL POPCORN HOLDER",11,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","22207","FRYING PAN UNION FLAG",2,"06-12-2010 10:08",8.47,NA,"United Kingdom"
"537240","22209","WOOD STAMP SET HAPPY BIRTHDAY",1,"06-12-2010 10:08",3.36,NA,"United Kingdom"
"537240","22227","HANGING HEART MIRROR DECORATION ",6,"06-12-2010 10:08",1.28,NA,"United Kingdom"
"537240","22244","3 HOOK HANGER MAGIC GARDEN",1,"06-12-2010 10:08",4.21,NA,"United Kingdom"
"537240","22284","HEN HOUSE DECORATION",1,"06-12-2010 10:08",3.36,NA,"United Kingdom"
"537240","22294","HEART FILIGREE DOVE  SMALL",2,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","22312","OFFICE MUG WARMER POLKADOT",2,"06-12-2010 10:08",5.91,NA,"United Kingdom"
"537240","22322","BIRD DECORATION GREEN POLKADOT",1,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","22324","BLUE POLKADOT KIDS BAG",2,"06-12-2010 10:08",4.21,NA,"United Kingdom"
"537240","22335","HEART DECORATION PAINTED ZINC ",9,"06-12-2010 10:08",1.28,NA,"United Kingdom"
"537240","22339","CHRISTMAS TREE PAINTED ZINC ",1,"06-12-2010 10:08",1.28,NA,"United Kingdom"
"537240","22340","NOEL GARLAND PAINTED ZINC ",1,"06-12-2010 10:08",3.36,NA,"United Kingdom"
"537240","22355","CHARLOTTE BAG SUKI DESIGN",6,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","22356","CHARLOTTE BAG PINK POLKADOT",11,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","22965","3 TRADITIONAl BISCUIT CUTTERS  SET",1,"06-12-2010 10:08",4.21,NA,"United Kingdom"
"537240","22966","GINGERBREAD MAN COOKIE CUTTER",2,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","22969","HOMEMADE JAM SCENTED CANDLES",10,"06-12-2010 10:08",3.36,NA,"United Kingdom"
"537240","22988","SOLDIERS EGG CUP ",4,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","35095B","RED VICTORIAN FABRIC OVAL BOX",2,"06-12-2010 10:08",0.84,NA,"United Kingdom"
"537240","35599B","BLACK CHRISTMAS TREE 120CM",4,"06-12-2010 10:08",5.91,NA,"United Kingdom"
"537240","35833G","4 GOLD FLOCK CHRISTMAS BALLS",2,"06-12-2010 10:08",3.36,NA,"United Kingdom"
"537240","35916A","YELLOW FELT HANGING HEART W FLOWER",5,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","35954","SMALL FOLKART STAR CHRISTMAS DEC",3,"06-12-2010 10:08",3.36,NA,"United Kingdom"
"537240","35961","FOLKART ZINC HEART CHRISTMAS DEC",10,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","37447","CERAMIC CAKE DESIGN SPOTTED PLATE",1,"06-12-2010 10:08",3.36,NA,"United Kingdom"
"537240","40016","CHINESE DRAGON PAPER LANTERNS",1,"06-12-2010 10:08",8.47,NA,"United Kingdom"
"537240","46776A","WOVEN BUBBLE GUM CUSHION COVER",2,"06-12-2010 10:08",4.21,NA,"United Kingdom"
"537240","70007","HI TEC ALPINE HAND WARMER",2,"06-12-2010 10:08",3.36,NA,"United Kingdom"
"537240","72351B","SET/6 PINK  BUTTERFLY T-LIGHTS",1,"06-12-2010 10:08",4.21,NA,"United Kingdom"
"537240","72741","GRAND CHOCOLATECANDLE",6,"06-12-2010 10:08",2.82,NA,"United Kingdom"
"537240","82482","WOODEN PICTURE FRAME WHITE FINISH",4,"06-12-2010 10:08",5.06,NA,"United Kingdom"
"537240","84029E","RED WOOLLY HOTTIE WHITE HEART.",5,"06-12-2010 10:08",7.62,NA,"United Kingdom"
"537240","84032A","CHARLIE+LOLA PINK HOT WATER BOTTLE",9,"06-12-2010 10:08",3.36,NA,"United Kingdom"
"537240","84270","ASSTD DESIGN BUBBLE GUM RING",6,"06-12-2010 10:08",0.21,NA,"United Kingdom"
"537240","84459A","PINK METAL CHICKEN HEART ",1,"06-12-2010 10:08",3.36,NA,"United Kingdom"
"537240","84509B","SET OF 4 FAIRY CAKE PLACEMATS",1,"06-12-2010 10:08",7.62,NA,"United Kingdom"
"537240","84637","KITCHEN FLOWER POTS WALL PLAQUE",1,"06-12-2010 10:08",12.72,NA,"United Kingdom"
"537240","84828","JUNGLE POPSICLES ICE LOLLY HOLDERS",3,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","84923","PINK BUTTERFLY HANDBAG W BOBBLES",4,"06-12-2010 10:08",4.21,NA,"United Kingdom"
"537240","84946","ANTIQUE SILVER TEA GLASS ETCHED",95,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","84970S","HANGING HEART ZINC T-LIGHT HOLDER",3,"06-12-2010 10:08",2.13,NA,"United Kingdom"
"537240","84978","HANGING HEART JAR T-LIGHT HOLDER",2,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","84988","SET OF 72 PINK HEART PAPER DOILIES",3,"06-12-2010 10:08",2.98,NA,"United Kingdom"
"537240","85039B","S/4 IVORY MINI ROSE CANDLE IN BOWL",1,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","85039C","S/4 BLACK MINI ROSE CANDLE IN BOWL",1,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","85061W","WHITE JEWELLED HEART DECORATION",2,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","85062","PEARL CRYSTAL PUMPKIN T-LIGHT HLDR",5,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","85116","BLACK CANDELABRA T-LIGHT HOLDER",12,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","85131A","BEADED PEARL HEART WHITE ON STICK",8,"06-12-2010 10:08",0.85,NA,"United Kingdom"
"537240","85131B","BEADED CRYSTAL HEART GREEN ON STICK",9,"06-12-2010 10:08",0.85,NA,"United Kingdom"
"537240","85131C","BEADED CRYSTAL HEART BLUE ON STICK",7,"06-12-2010 10:08",0.85,NA,"United Kingdom"
"537240","85131D","BEADED CRYSTAL HEART PINK ON STICK",2,"06-12-2010 10:08",0.85,NA,"United Kingdom"
"537240","85135C","RED DRAGONFLY HELICOPTER",2,"06-12-2010 10:08",8.47,NA,"United Kingdom"
"537240","85177","BASKET OF FLOWERS SEWING KIT",2,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","85202","HANGING WOOD AND FELT HEART",7,"06-12-2010 10:08",0.84,NA,"United Kingdom"
"537240","85227","SET OF 6 3D KIT CARDS FOR KIDS",5,"06-12-2010 10:08",1.66,NA,"United Kingdom"
"537240","90010E","AMBER GLASS/SILVER BRACELET",4,"06-12-2010 10:08",9.34,NA,"United Kingdom"
"537240","90039C","FIRE POLISHED GLASS BRACELET BLACK",1,"06-12-2010 10:08",3.81,NA,"United Kingdom"
"537240","90056","CHUNKY CRACKED GLAZE NECKLACE IVORY",1,"06-12-2010 10:08",11.05,NA,"United Kingdom"
"537240","90071","RUBY GLASS CLUSTER EARRINGS",3,"06-12-2010 10:08",1.26,NA,"United Kingdom"
"537240","90081C","LILY BROOCH OLIVE COLOUR",1,"06-12-2010 10:08",5.09,NA,"United Kingdom"
"537240","90096","NECKLACE+BRACELET SET BLUE BLOSSOM",1,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","90101","WHITE FRANGIPANI NECKLACE",1,"06-12-2010 10:08",2.54,NA,"United Kingdom"
"537240","90115","SUMMER BUTTERFLIES BAG CHARM",1,"06-12-2010 10:08",2.51,NA,"United Kingdom"
"537240","90130B","TURQ STONE/CRYSTAL EARRINGS",1,"06-12-2010 10:08",2.96,NA,"United Kingdom"
"537240","90130C","GREEN STONE/CRYSTAL EARRINGS",1,"06-12-2010 10:08",2.96,NA,"United Kingdom"
"537240","90200D","PINK SWEETHEART BRACELET",2,"06-12-2010 10:08",4.24,NA,"United Kingdom"
"537240","90200E","GREEN SWEETHEART BRACELET",1,"06-12-2010 10:08",4.24,NA,"United Kingdom"
"537240","15044C","PURPLE PAPER PARASOL",2,"06-12-2010 10:08",5.91,NA,"United Kingdom"
"537240","20665","RED RETROSPOT PURSE ",2,"06-12-2010 10:08",5.91,NA,"United Kingdom"
"537240","20682","RED RETROSPOT CHILDRENS UMBRELLA",3,"06-12-2010 10:08",6.77,NA,"United Kingdom"
"537240","20713","JUMBO BAG OWLS",4,"06-12-2010 10:08",4.21,NA,"United Kingdom"
"537240","20762","GREEN FERN SKETCHBOOK ",1,"06-12-2010 10:08",7.62,NA,"United Kingdom"
"537240","20803","SMALL PINK GLASS SUNDAE DISH",4,"06-12-2010 10:08",3.36,NA,"United Kingdom"
"537240","15056BL","EDWARDIAN PARASOL BLACK",3,"06-12-2010 10:08",5.95,NA,"United Kingdom"
"537240","22386","JUMBO BAG PINK POLKADOT",9,"06-12-2010 10:08",1.95,NA,"United Kingdom"
"537241","21485","RETROSPOT HEART HOT WATER BOTTLE",9,"06-12-2010 10:18",4.95,14293,"United Kingdom"
"537241","18007","ESSENTIAL BALM 3.5g TIN IN ENVELOPE",24,"06-12-2010 10:18",0.18,14293,"United Kingdom"
"537241","84006","MAGIC TREE -PAPER FLOWERS",12,"06-12-2010 10:18",0.85,14293,"United Kingdom"
"537241","21452","TOADSTOOL MONEY BOX",12,"06-12-2010 10:18",2.95,14293,"United Kingdom"
"537242","21985","PACK OF 12 HEARTS DESIGN TISSUES ",24,"06-12-2010 10:19",0.29,14748,"United Kingdom"
"537242","22419","LIPSTICK PEN RED",12,"06-12-2010 10:19",0.42,14748,"United Kingdom"
"537242","21676","FLOWERS  STICKERS",12,"06-12-2010 10:19",0.85,14748,"United Kingdom"
"537242","21675","BUTTERFLIES STICKERS",12,"06-12-2010 10:19",0.85,14748,"United Kingdom"
"537242","21723","ALPHABET HEARTS STICKER SHEET",12,"06-12-2010 10:19",0.85,14748,"United Kingdom"
"537242","21720","CAKE SHOP  STICKER SHEET",12,"06-12-2010 10:19",0.85,14748,"United Kingdom"
"537244","21790","VINTAGE SNAP CARDS",72,"06-12-2010 10:20",0.72,17674,"United Kingdom"
"537244","21791","VINTAGE HEADS AND TAILS CARD GAME ",144,"06-12-2010 10:20",1.06,17674,"United Kingdom"
"537245","22952","72 CAKE CASES VINTAGE CHRISTMAS",24,"06-12-2010 10:24",0.55,14748,"United Kingdom"
"537248","84968F","SET OF 16 VINTAGE SKY BLUE CUTLERY",1,"06-12-2010 10:36",12.75,15899,"United Kingdom"
"537248","79030D","TUMBLER, BAROQUE",6,"06-12-2010 10:36",1.65,15899,"United Kingdom"
"537248","21291","SMALL POLKADOT CHOCOLATE GIFT BAG ",16,"06-12-2010 10:36",0.85,15899,"United Kingdom"
"537248","21289","LARGE STRIPES CHOCOLATE GIFT BAG",16,"06-12-2010 10:36",1.25,15899,"United Kingdom"
"537249","22080","RIBBON REEL POLKADOTS ",20,"06-12-2010 10:38",1.65,16955,"United Kingdom"
"537250","21242","RED RETROSPOT PLATE ",8,"06-12-2010 10:43",1.69,12708,"Germany"
"C537251","22454","MEASURING TAPE BABUSHKA RED",8,"06-12-2010 10:45",2.95,NA,"United Kingdom"
"C537251","22327","ROUND SNACK BOXES SET OF 4 SKULLS",4,"06-12-2010 10:45",2.95,NA,"United Kingdom"
"C537251","21915","RED  HARMONICA IN BOX ",4,"06-12-2010 10:45",1.25,NA,"United Kingdom"
"C537251","84347","ROTATING SILVER ANGELS T-LIGHT HLDR",9,"06-12-2010 10:45",2.55,NA,"United Kingdom"
"C537251","22911","PAPER CHAIN KIT LONDON",2,"06-12-2010 10:45",2.95,NA,"United Kingdom"
"C537251","22141","CHRISTMAS CRAFT TREE TOP ANGEL",8,"06-12-2010 10:45",2.1,NA,"United Kingdom"
"C537251","22536","MAGIC DRAWING SLATE PURDEY",11,"06-12-2010 10:45",0.42,NA,"United Kingdom"
"C537251","21826","EIGHT PIECE DINOSAUR SET",4,"06-12-2010 10:45",1.25,NA,"United Kingdom"
"C537251","22466","FAIRY TALE COTTAGE NIGHTLIGHT",3,"06-12-2010 10:45",1.95,NA,"United Kingdom"
"537252","22197","SMALL POPCORN HOLDER",31,"06-12-2010 10:46",0.85,NA,"United Kingdom"
"537253","22197","SMALL POPCORN HOLDER",29,"06-12-2010 10:53",0.85,NA,"United Kingdom"
"537253","21826","EIGHT PIECE DINOSAUR SET",6,"06-12-2010 10:53",1.25,NA,"United Kingdom"
"537253","22328","ROUND SNACK BOXES SET OF 4 FRUITS ",4,"06-12-2010 10:53",2.95,NA,"United Kingdom"
"537253","22141","CHRISTMAS CRAFT TREE TOP ANGEL",10,"06-12-2010 10:53",2.1,NA,"United Kingdom"
"537253","22911","PAPER CHAIN KIT LONDON",6,"06-12-2010 10:53",2.95,NA,"United Kingdom"
"537253","22943","CHRISTMAS LIGHTS 10 VINTAGE BAUBLES",8,"06-12-2010 10:53",4.95,NA,"United Kingdom"
"537253","21915","RED  HARMONICA IN BOX ",8,"06-12-2010 10:53",1.25,NA,"United Kingdom"
"537253","22564","ALPHABET STENCIL CRAFT",6,"06-12-2010 10:53",1.25,NA,"United Kingdom"
"537253","22493","PAINT YOUR OWN CANVAS SET",4,"06-12-2010 10:53",1.65,NA,"United Kingdom"
"537253","22429","ENAMEL MEASURING JUG CREAM",3,"06-12-2010 10:53",4.25,NA,"United Kingdom"
"537254","21292","SMALL STRIPES CHOCOLATE GIFT BAG ",12,"06-12-2010 11:01",0.85,15898,"United Kingdom"
"537254","22606","WOODEN SKITTLES GARDEN SET",1,"06-12-2010 11:01",15.95,15898,"United Kingdom"
